Year,Place,Name,Country,Mark
1908,1,Timoty J. AHEARNE,GBR,14.92
1908,2,J.Garfield MACDONALD,CAN,14.76
1908,3,Edvard LARSEN,NOR,14.39
1908,4,Alex QUINN,CAN,
1908,5,Uuno RAILO,FIN,
1908,6,F. YOUNG,USA,
1908,7,John SCHOMMER,USA,
1908,8,Ben STEPHENSON,USA,
1908,9,Carl SILFVERSTRAND,SWE,
1908,10,Ernest HUTCHEON,AUS,
1908,11,Gustav KROJER,AUT,
1908,12,George H. BARBER,CAN,
1908,13,Frank LUKEMAN,CAN,
1908,14,Ted SAVAGE,CAN,
1908,15,Cornelius LEAHY,GBR,
1908,16,Artur HOFFMANN,GER,
1908,17,Albert WEINSTEIN,GER,
1908,18,Paul WEINSTEIN,GER,
1908,19,Emilio BRAMBILLA,ITA,
1908,20,Skotte JACOBSSON,SWE,
1908,21,Sven LAAFTMAN,SWE,
1908,22,Knut STENBORG,SWE,
1908,23,Ed COOK,USA,
1908,24,James O'CONNELL,USA,
1908,25,Karl LAMPELMAYER,AUT,
1908,26,Martin BRUSTMANN,GER,
