Year,Place,Name,Country,Mark
2012,1,Erik KYNARD,USA,2.33
2012,2,Mutaz Essa BARSHIM,QAT,2.29
2012,3,Derek DROUIN,CAN,2.29
2012,4,Robert GRABARZ,GBR,2.29
2012,5,Jamie NIETO,USA,2.29
2012,6,Bohdan BONDARENKO,UKR,2.29
2012,7,Michael MASON,CAN,2.29
2012,8,Wanner MILLER,COL,2.25
2012,9,Andriy PROTSENKO,UKR,2.25
2012,10,Jesse WILLIAMS,USA,2.25
2012,11,Andrey SILNOV,RUS,2.25
2012,12,Kyriakos IOANNOU,CYP,2.20
2012,13,Mickael HANANY,FRA,2.20
2012,14,Andrei CHURYLA,BLR,
2012,15,Darvin EDWARDS,LCA,
2012,16,Dragutin TOPIC,SRB,
2012,17,Ivan UKHOV,RUS,
